source_path,label,sample_index,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,10,-0.006500720977783203,0.05070602893829346,-0.03476691246032715,-0.02125166356563568,-0.014813035726547241,0.0066336095333099365,-0.010426938533782959,-0.02851128578186035,-0.009927749633789062,-0.007176967337727547,-0.0018966645002365112,-0.019219517707824707,0.017060548067092896,-0.01858353614807129,-0.01803234964609146,-0.00643862783908844,0.026233503594994545,0.019219517707824707,0.01931287720799446
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,11,-0.003446042537689209,0.06270182132720947,-0.0326058566570282,-0.018968835473060608,-0.013027489185333252,0.021853625774383545,-0.019338607788085938,-0.02248474955558777,0.006274908781051636,-0.002615487203001976,0.0012575089931488037,-0.008104920387268066,0.04119223356246948,-0.028759658336639404,-0.01599816232919693,-0.005941346287727356,0.024081608280539513,0.008104920387268066,0.008201894350349903
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,12,-0.014930427074432373,0.039324045181274414,-0.03282764554023743,-0.01983034610748291,-0.012447059154510498,0.027905255556106567,0.00633615255355835,-0.024839788675308228,-0.004501909017562866,-0.009318821132183075,0.01712070405483246,-0.014670848846435547,0.021569103002548218,-0.02033787965774536,-0.016138702630996704,-0.007383286952972412,0.04010005667805672,0.014670848846435547,0.022546669468283653
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,13,-0.0021194815635681152,0.050602495670318604,-0.0297391414642334,-0.02257239818572998,-0.013060316443443298,0.025648146867752075,-0.010714113712310791,-0.025398999452590942,0.0023325681686401367,-0.010678260587155819,0.007467016577720642,-0.011533215641975403,0.036362260580062866,-0.02773156762123108,-0.01781635731458664,-0.009512081742286682,0.02828441560268402,0.011533215641975403,0.013739410787820816
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,14,0.0042171478271484375,0.056207239627838135,-0.02903437614440918,-0.027302831411361694,-0.016775861382484436,0.036066412925720215,0.006284117698669434,-0.02997809648513794,-0.000441133975982666,-0.011028564535081387,0.021175265312194824,-0.015209615230560303,0.02978229522705078,-0.029536962509155273,-0.022039346396923065,-0.010526970028877258,0.04149932786822319,0.015209615230560303,0.026071522384881973
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,15,-0.005879104137420654,0.04691046476364136,-0.030406832695007324,-0.024026229977607727,-0.01562073826789856,0.01003149151802063,-0.0158042311668396,-0.02292346954345703,0.004449009895324707,-0.006114976480603218,-0.002886369824409485,-0.009237229824066162,0.02583572268486023,-0.02737247943878174,-0.019823484122753143,-0.008405491709709167,0.02417115308344364,0.009237229824066162,0.009677683003246784
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,16,-0.009869694709777832,0.038602352142333984,-0.02832639217376709,-0.01627737283706665,-0.009503066539764404,0.005178123712539673,-0.01261758804321289,-0.022047430276870728,-0.001201242208480835,-0.0009816605597734451,-0.003719732165336609,-0.011624336242675781,0.017795711755752563,-0.020846188068389893,-0.012890219688415527,-0.006774306297302246,0.023548206314444542,0.011624336242675781,0.012204982340335846
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,17,-0.003818809986114502,0.038686394691467285,-0.02853292226791382,-0.01659037172794342,-0.011595338582992554,0.014998167753219604,0.011909127235412598,-0.021327853202819824,-0.002184957265853882,-0.0023602619767189026,0.013453647494316101,-0.011756405234336853,0.003089040517807007,-0.019142895936965942,-0.014092855155467987,-0.004995033144950867,0.03342669457197189,0.011756405234336853,0.017866551876068115
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,18,-0.01348799467086792,0.03301346302032471,-0.03146526217460632,-0.03417740762233734,-0.030423343181610107,0.023763030767440796,0.0008561611175537109,-0.028632551431655884,-0.00327339768409729,0.003693949431180954,0.012309595942497253,-0.015952974557876587,0.022906869649887085,-0.025359153747558594,-0.032300375401973724,-0.003754064440727234,0.03433527797460556,0.015952974557876587,0.02015002630650997
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,19,-0.0008063912391662598,0.044576942920684814,-0.028323590755462646,-0.02258528769016266,-0.015025988221168518,0.02568793296813965,-0.005312621593475342,-0.022406399250030518,0.0015298128128051758,-0.008099809288978577,0.010187655687332153,-0.010438293218612671,0.03100055456161499,-0.023936212062835693,-0.01880563795566559,-0.007559299468994141,0.030014168471097946,0.010438293218612671,0.014585824683308601
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,20,-0.00960540771484375,0.03746002912521362,-0.03420206904411316,-0.023888349533081055,-0.01285068690776825,0.010588675737380981,0.0003962516784667969,-0.03067585825920105,-0.008328080177307129,-0.010479031130671501,0.005492463707923889,-0.01950196921825409,0.010192424058914185,-0.02234777808189392,-0.018369518220424652,-0.011037662625312805,0.02943391166627407,0.01950196921825409,0.020260650664567947
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,21,-0.033640503883361816,-0.04263913631439209,-0.026127755641937256,-0.008339732885360718,-0.005182385444641113,0.017379820346832275,-0.0007639527320861816,0.028761178255081177,0.03761968016624451,-0.0068103112280368805,0.008307933807373047,0.03319042921066284,0.018143773078918457,-0.00885850191116333,-0.0067610591650009155,-0.0031573474407196045,0.026597362011671066,0.03319042921066284,0.03421441838145256
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,22,0.10825860500335693,0.008266210556030273,0.015839338302612305,-0.00927288830280304,-0.008376121520996094,0.003719627857208252,-0.00244140625,-0.021198928356170654,-0.02225080132484436,-0.015170909464359283,0.000639110803604126,-0.021724864840507507,0.006161034107208252,0.001051872968673706,-0.008824504911899567,-0.0008967667818069458,0.01172664761543274,0.021724864840507507,0.021734263747930527
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,23,-0.02946382761001587,-0.08858495950698853,0.007180690765380859,-0.006510242819786072,-0.0088023841381073,-0.009075760841369629,-0.004124581813812256,0.014787882566452026,0.01712861657142639,0.003718264400959015,-0.006600171327590942,0.01595824956893921,-0.004951179027557373,-0.0023407340049743652,-0.007656313478946686,0.002292141318321228,0.011626655235886574,0.01595824956893921,0.017269277945160866
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,24,-0.052547574043273926,-0.09245932102203369,0.0008741617202758789,-0.010529965162277222,-0.011877074837684631,-0.02558496594429016,-0.02404475212097168,0.003843843936920166,0.003878265619277954,0.019819136708974838,-0.02481485903263092,0.00386105477809906,-0.0015402138233184814,-3.4421682357788086e-05,-0.011203519999980927,0.0013471096754074097,0.025426771491765976,0.00386105477809906,0.025113442912697792
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,25,-0.03721761703491211,-0.09640228748321533,0.01028144359588623,-0.007230579853057861,-0.0036429762840270996,0.011834412813186646,-0.0065580010414123535,0.02660539746284485,0.022819459438323975,0.008679978549480438,0.002638205885887146,0.02471242845058441,0.018392413854599,0.003785938024520874,-0.0054367780685424805,-0.0035876035690307617,0.009835216216742992,0.02471242845058441,0.024852851405739784
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,26,-0.038874030113220215,-0.07641267776489258,0.000984489917755127,-0.008345872163772583,-0.006266668438911438,-0.009769558906555176,-0.01825129985809326,0.003972917795181274,0.012778490781784058,0.024696774780750275,-0.014010429382324219,0.008375704288482666,0.008481740951538086,-0.008805572986602783,-0.0073062703013420105,-0.002079203724861145,0.014699572697281837,0.008375704288482666,0.01632312871515751
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_center_non_text.mp4,bottom_center_non_text,27,-0.04717129468917847,-0.07667350769042969,-0.00362473726272583,-0.008352875709533691,-0.00428338348865509,-0.00786927342414856,-0.006228148937225342,0.012055426836013794,0.0189211368560791,0.008462537080049515,-0.007048711180686951,0.015488281846046448,-0.0016411244869232178,-0.006865710020065308,-0.006318129599094391,-0.004069492220878601,0.009586026892066002,0.015488281846046448,0.01701679266989231
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,0,-0.10596364736557007,-0.016324877738952637,-0.05095326900482178,-0.019127830862998962,-0.014129981398582458,0.0501178503036499,0.04826974868774414,-0.01799875497817993,-0.0008903145790100098,0.0016465410590171814,0.04919379949569702,-0.00944453477859497,0.0018481016159057617,-0.017108440399169922,-0.01662890613079071,-0.004997849464416504,0.08486108481884003,0.00944453477859497,0.05009220540523529
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,1,-0.10563862323760986,-0.003918826580047607,-0.049771785736083984,-0.024773210287094116,-0.019127488136291504,0.045713722705841064,0.04372066259384155,-0.04341748356819153,-0.012010455131530762,0.009909477084875107,0.04471719264984131,-0.027713969349861145,0.0019930601119995117,-0.03140702843666077,-0.02195034921169281,-0.005645722150802612,0.07955744117498398,0.027713969349861145,0.052608851343393326
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,2,-0.1037212610244751,-0.01122814416885376,-0.05281931161880493,-0.0461234450340271,-0.03881533443927765,0.045887649059295654,0.051391422748565674,-0.0791061520576477,-0.04811558127403259,0.01694168522953987,0.048639535903930664,-0.06361086666584015,-0.0055037736892700195,-0.030990570783615112,-0.042469389736652374,-0.007308110594749451,0.08561305701732635,0.06361086666584015,0.08007588237524033
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,3,-0.11197221279144287,-0.017732620239257812,-0.05600172281265259,-0.03009946644306183,-0.027952879667282104,0.05208021402359009,0.05789494514465332,-0.04646000266075134,-0.0265064537525177,0.005014333873987198,0.054987579584121704,-0.03648322820663452,-0.005814731121063232,-0.019953548908233643,-0.029026173055171967,-0.002146586775779724,0.09418878704309464,0.03648322820663452,0.06598984450101852
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,4,-0.10388022661209106,-0.018061697483062744,-0.04538336396217346,-0.020933225750923157,-0.022367432713508606,0.040238916873931885,0.04766368865966797,-0.04276511073112488,-0.027710944414138794,0.005684562027454376,0.04395130276679993,-0.035238027572631836,-0.007424771785736084,-0.015054166316986084,-0.02165032923221588,0.0014342069625854492,0.07571965456008911,0.035238027572631836,0.056333255022764206
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,5,-0.09209686517715454,-0.006182432174682617,-0.04748132824897766,-0.02571287751197815,-0.015111982822418213,0.04634732007980347,0.042807698249816895,-0.044097065925598145,-0.017462551593780518,0.0018654018640518188,0.04457750916481018,-0.03077980875968933,0.0035396218299865723,-0.026634514331817627,-0.02041243016719818,-0.010600894689559937,0.07781443744897842,0.03077980875968933,0.054171495139598846
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,6,-0.10258841514587402,-0.015244126319885254,-0.04308810830116272,-0.025178059935569763,-0.01869022846221924,0.03920179605484009,0.058918654918670654,-0.04558238387107849,-0.025935739278793335,0.007104504853487015,0.04906022548675537,-0.03575906157493591,-0.019716858863830566,-0.019646644592285156,-0.0219341441988945,-0.006487831473350525,0.07922190427780151,0.03575906157493591,0.06070927530527115
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,7,-0.10152190923690796,-0.015642821788787842,-0.04258409142494202,-0.02561946213245392,-0.02555917203426361,0.040169715881347656,0.051477253437042236,-0.05955374240875244,-0.04720917344093323,0.007642816752195358,0.045823484659194946,-0.053381457924842834,-0.01130753755569458,-0.012344568967819214,-0.025589317083358765,-6.029009819030762e-05,0.07563234865665436,0.053381457924842834,0.07035177201032639
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,8,-0.09796744585037231,-0.02099388837814331,-0.04104256629943848,-0.026043802499771118,-0.021104738116264343,0.03826034069061279,0.04167735576629639,-0.04741707444190979,-0.02407759428024292,0.009327415376901627,0.03996884822845459,-0.035747334361076355,-0.0034170150756835938,-0.02333948016166687,-0.02357427030801773,-0.004939064383506775,0.06869864463806152,0.035747334361076355,0.05362257733941078
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,9,-0.10008090734481812,-0.026688575744628906,-0.03800010681152344,-0.025672197341918945,-0.017877936363220215,0.04509913921356201,0.04522949457168579,-0.04442077875137329,-0.02584749460220337,0.009097360074520111,0.0451643168926239,-0.03513413667678833,-0.0001303553581237793,-0.018573284149169922,-0.02177506685256958,-0.0077942609786987305,0.07176439464092255,0.03513413667678833,0.05722082778811455
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,10,0.00980442762374878,-0.018910765647888184,0.031402587890625,-0.019462451338768005,-0.02413792908191681,0.04665529727935791,0.025102078914642334,-0.01606088876724243,-0.01082545518875122,0.06510637700557709,0.03587868809700012,-0.013443171977996826,0.021553218364715576,-0.005235433578491211,-0.021800190210342407,0.004675477743148804,0.05786050111055374,0.013443171977996826,0.03831447660923004
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,11,0.0729408860206604,0.001201033592224121,0.07893306016921997,-0.01595759391784668,-0.009470582008361816,0.03601706027984619,0.02263396978378296,0.004886656999588013,0.004185706377029419,0.0049050431698560715,0.029325515031814575,0.004536181688308716,0.013383090496063232,0.0007009506225585938,-0.012714087963104248,-0.006487011909484863,0.08457865566015244,0.004536181688308716,0.02967427857220173
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,12,0.08507221937179565,0.004464924335479736,0.09400135278701782,-0.018409982323646545,-0.010945051908493042,0.03098618984222412,0.031762897968292236,-0.0005163252353668213,-0.007884085178375244,-0.0074321068823337555,0.03137454390525818,-0.004200205206871033,-0.0007767081260681152,0.007367759943008423,-0.014677517116069794,-0.007464930415153503,0.0971754938364029,0.004200205206871033,0.031654443591833115
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,13,0.07349658012390137,0.0013027787208557129,0.08926492929458618,-0.026677891612052917,-0.01910535991191864,0.033310532569885254,0.021007239818572998,-0.012937933206558228,-0.019575953483581543,0.006485726684331894,0.027158886194229126,-0.016256943345069885,0.012303292751312256,0.006638020277023315,-0.02289162576198578,-0.007572531700134277,0.08964433521032333,0.016256943345069885,0.031652696430683136
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,14,0.09440577030181885,0.013935267925262451,0.0926561951637268,-0.01621869206428528,-0.00931936502456665,0.05706304311752319,0.02279597520828247,0.005358844995498657,-0.010671645402908325,-0.01029279176145792,0.03992950916290283,-0.002656400203704834,0.03426706790924072,0.016030490398406982,-0.012769028544425964,-0.006899327039718628,0.10478884726762772,0.002656400203704834,0.04001777246594429
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,15,0.0906793475151062,0.02082151174545288,0.08756154775619507,-0.02087785303592682,-0.019500762224197388,0.04047656059265137,0.033648669719696045,-0.0074825286865234375,-0.02568817138671875,0.012969579547643661,0.037062615156173706,-0.016585350036621094,0.006827890872955322,0.018205642700195312,-0.020189307630062103,-0.0013770908117294312,0.09835569560527802,0.016585350036621094,0.040604326874017715
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,16,0.09301525354385376,0.02000647783279419,0.09204453229904175,-0.01734684407711029,-0.01792454719543457,0.05956500768661499,0.027866125106811523,0.006945312023162842,-0.011495649814605713,0.010887805372476578,0.04371556639671326,-0.0022751688957214355,0.03169888257980347,0.018440961837768555,-0.01763569563627243,0.0005777031183242798,0.10814674198627472,0.0022751688957214355,0.04377473145723343
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,17,0.08965343236923218,0.03582996129989624,0.08138573169708252,-0.021671533584594727,-0.025440305471420288,0.03289222717285156,0.012419521808624268,-0.011231839656829834,-0.021931052207946777,0.007225118577480316,0.022655874490737915,-0.016581445932388306,0.020472705364227295,0.010699212551116943,-0.023555919528007507,0.0037687718868255615,0.07962588965892792,0.016581445932388306,0.028075488284230232
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,18,0.09872281551361084,0.04391789436340332,0.08294177055358887,-0.028860479593276978,-0.027174711227416992,0.01427575945854187,0.0007108449935913086,-0.024025768041610718,-0.034886449575424194,-0.011688684113323689,0.007493302226066589,-0.029456108808517456,0.013564914464950562,0.010860681533813477,-0.028017595410346985,-0.0016857683658599854,0.06555254012346268,0.029456108808517456,0.03039427474141121
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,19,0.09036630392074585,0.045395851135253906,0.06921052932739258,-0.015240654349327087,-0.014398202300071716,0.018556535243988037,0.0002409815788269043,-0.013066381216049194,-0.02064087986946106,-0.005987761542201042,0.00939875841140747,-0.016853630542755127,0.018315553665161133,0.007574498653411865,-0.014819428324699402,-0.0008424520492553711,0.057846128940582275,0.016853630542755127,0.019297190010547638
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,20,0.0931311845779419,0.05357563495635986,0.0715746283531189,-0.02015124261379242,-0.018594413995742798,0.01922398805618286,0.00020080804824829102,-0.017639249563217163,-0.03301677107810974,0.017184972763061523,0.009712398052215576,-0.025328010320663452,0.01902318000793457,0.015377521514892578,-0.01937282830476761,-0.0015568286180496216,0.05981463938951492,0.025328010320663452,0.02712634764611721
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,21,0.08448433876037598,0.045140743255615234,0.06922918558120728,-0.027435898780822754,-0.02267293632030487,0.014286816120147705,0.011023402214050293,-0.017495721578598022,-0.02397957444190979,-0.008192092180252075,0.012655109167098999,-0.020737648010253906,0.003263413906097412,0.006483852863311768,-0.025054417550563812,-0.004762962460517883,0.06111554056406021,0.020737648010253906,0.024294069036841393
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,22,0.07923382520675659,0.040060579776763916,0.06447064876556396,-0.021113380789756775,-0.01548720896244049,0.020787566900253296,0.009418308734893799,-0.0207863450050354,-0.021469533443450928,-0.004111483693122864,0.015102937817573547,-0.021127939224243164,0.011369258165359497,0.0006831884384155273,-0.018300294876098633,-0.005626171827316284,0.06023239344358444,0.021127939224243164,0.02597091719508171
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,23,0.10474717617034912,0.053274452686309814,0.07948225736618042,-0.02939365804195404,-0.024053916335105896,0.030584394931793213,0.011005997657775879,-0.019948124885559082,-0.02875158190727234,-0.004067404195666313,0.020795196294784546,-0.02434985339641571,0.019578397274017334,0.008803457021713257,-0.026723787188529968,-0.0053397417068481445,0.07643277943134308,0.02434985339641571,0.0320211723446846
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,24,0.10304617881774902,0.03666353225708008,0.09405428171157837,-0.027234166860580444,-0.01951746642589569,0.03619039058685303,0.03974318504333496,-0.024395465850830078,-0.03294888138771057,0.013182424008846283,0.037966787815093994,-0.028672173619270325,-0.0035527944564819336,0.008553415536880493,-0.023375816643238068,-0.007716700434684753,0.10380478203296661,0.028672173619270325,0.04757699742913246
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,25,0.11856770515441895,0.04215395450592041,0.10145747661590576,-0.023502737283706665,-0.017227351665496826,0.035159289836883545,0.02354353666305542,-0.01002451777458191,-0.025394797325134277,-0.006866263225674629,0.029351413249969482,-0.017709657549858093,0.011615753173828125,0.015370279550552368,-0.020365044474601746,-0.006275385618209839,0.10037164390087128,0.017709657549858093,0.03428027778863907
D:\Lenovo\certora\data\proctoring\raw\self_collection_v1\02_screen_gaze\videos\bottom_left_non_text.mp4,bottom_left_non_text,26,0.1134064793586731,0.03588747978210449,0.10431033372879028,-0.01270371675491333,-0.009207278490066528,0.06539773941040039,0.03593498468399048,-0.014961153268814087,-0.020247071981430054,-0.010226119309663773,0.050666362047195435,-0.01760411262512207,0.029462754726409912,0.005285918712615967,-0.01095549762248993,-0.0034964382648468018,0.12368359416723251,0.01760411262512207,0.053637534379959106
