source_path,label,is_on_screen,sample_index,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_07_59_Pro.jpg,offscreen_down,0,0,1.179149866104126,1.4575059413909912,0.2556230127811432,0.19885875284671783,0.2580164074897766,0.26755186915397644,0.3762321472167969,0.478449285030365,0.4867452085018158,0.018146764487028122,0.10557162016630173,0.23046749830245972,-0.10425134003162384,-0.17810799181461334,-0.017402751371264458,0.10868028551340103,0.008295903913676739,-0.0989292711019516,0.10935436934232712,-0.018803147599101067,-0.004010768607258797,0.0989292711019516,0.10935436934232712,0.22843757271766663,-0.05915764346718788,-0.23244813084602356,-0.12376783788204193,0.27409663796424866,0.17895616590976715,0.1474631428718567,-0.026100516319274902,0.12923501431941986,0.14043354988098145,0.04768595099449158,0.2836796045303345,0.24787025153636932
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_00_Pro.jpg,offscreen_down,0,0,1.1194053888320923,1.454926609992981,0.25901538133621216,0.17963409423828125,0.2605365514755249,0.4837244153022766,0.553480863571167,0.3424433469772339,0.38105151057243347,0.02666090428829193,0.1303333044052124,0.22154825925827026,-0.1692083477973938,0.0186026468873024,-0.13825257122516632,0.06975647062063217,0.038608185946941376,0.1163526251912117,-0.016401028260588646,0.002424544421955943,-0.03062961809337139,0.1163526251912117,0.016401028260588646,0.22008532285690308,-0.08090247213840485,-0.016275590285658836,0.053480882197618484,0.30773669481277466,0.1394985020160675,0.11750288307666779,-0.025915250182151794,0.12809103727340698,0.14968162775039673,0.049431443214416504,0.1489359438419342,0.3598008453845978
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_03_Pro.jpg,offscreen_down,0,0,0.9564281105995178,1.3213965892791748,0.25076058506965637,0.06518576294183731,0.08362599462270737,0.599050760269165,0.6116014719009399,0.045529041439294815,0.17407970130443573,0.009457813575863838,0.16022679209709167,0.1950424313545227,-0.17294500768184662,0.1053261086344719,-0.3901956379413605,0.012550714425742626,0.1285506635904312,0.22549620270729065,-0.28292229771614075,0.016876064240932465,-0.07610470056533813,0.22549620270729065,0.28292229771614075,0.07440587878227234,-0.018440229818224907,0.09905075281858444,0.11160146445035934,0.3059806227684021,0.40416112542152405,0.3617921471595764,-0.02839668095111847,0.1168176680803299,0.14320164918899536,0.05125504732131958,0.26555290818214417,0.5852380394935608
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_05_Pro.jpg,offscreen_down,0,0,0.9605626463890076,1.306951880455017,0.263428270816803,0.059634868055582047,0.04962196946144104,0.5524870753288269,0.5457505583763123,-0.02571536973118782,0.009243510663509369,0.0133105693385005,0.15276165306568146,0.19023293256759644,-0.16214780509471893,0.04911881685256958,-0.5082359313964844,0.0067365290597081184,0.03495888039469719,0.16369006037712097,-0.4036078155040741,0.007503471802920103,-0.09668321162462234,0.16369006037712097,0.4036078155040741,0.05462842062115669,0.010012899525463581,0.0524870827794075,0.04575055465102196,0.29294469952583313,0.5106039643287659,0.4355384111404419,-0.026446282863616943,0.11389091610908508,0.14803403615951538,0.05111268162727356,0.20188046991825104,0.6984688639640808
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_07_Pro.jpg,offscreen_down,0,0,1.0858173370361328,1.3873260021209717,0.2625190019607544,0.21468576788902283,0.2676497995853424,0.49634408950805664,0.592999279499054,0.41115063428878784,0.4140539765357971,0.022859124466776848,0.12191314995288849,0.21741530299186707,-0.1248689591884613,0.0446716770529747,-0.08739769458770752,0.09665518254041672,0.0029033622704446316,0.13610653579235077,0.03218073025345802,0.005446064751595259,-0.019001595675945282,0.13610653579235077,0.03218073025345802,0.24116778373718262,-0.05296402424573898,-0.0036559130530804396,0.09299926459789276,0.2787911295890808,0.0981525108218193,0.1398591697216034,-0.027196794748306274,0.12885379791259766,0.13807889819145203,0.05075457692146301,0.1665848195552826,0.3048129975795746
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_11_Pro.jpg,offscreen_down,0,0,1.5590336322784424,1.0889979600906372,0.7304440140724182,0.2197376936674118,0.12646137177944183,0.6170930862426758,0.6508455872535706,0.4749712646007538,0.4163944721221924,0.02941417507827282,-0.1775037944316864,0.29484981298446655,0.34746280312538147,0.13396933674812317,-0.05431712418794632,0.03375248983502388,0.0585768036544323,0.0008414867334067822,0.10785027593374252,-0.023780064657330513,-0.016015393659472466,0.0008414867334067822,0.10785027593374252,0.17309953272342682,0.09327632188796997,0.11709308624267578,0.15084558725357056,0.4890546202659607,0.14456185698509216,0.10785355418920517,0.02307090163230896,0.13089905679225922,0.121193528175354,0.033784955739974976,0.31147313117980957,0.3491669297218323
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_12_Pro.jpg,offscreen_down,0,0,1.6126575469970703,1.1041789054870605,0.7692878246307373,0.2588181793689728,0.16161519289016724,0.5445746183395386,0.5955649018287659,0.41054806113243103,0.34463024139404297,0.017361504957079887,-0.18715836107730865,0.2822624444961548,0.36968499422073364,0.07006976008415222,-0.122410848736763,0.05099030211567879,0.06591779738664627,-0.07029901444911957,0.03283350169658661,-0.0131141422316432,-0.03455198556184769,0.07029901444911957,0.03283350169658661,0.21021668612957,0.09720298647880554,0.04457461088895798,0.09556491672992706,0.5013654828071594,0.14104676246643066,0.07758859544992447,0.027223289012908936,0.13700605928897858,0.13217198848724365,0.03813472390174866,0.25722813606262207,0.404673308134079
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_14_Pro.jpg,offscreen_down,0,0,1.6037598848342896,1.0530400276184082,0.789922833442688,0.28002792596817017,0.1997392326593399,0.510221540927887,0.5605596303939819,0.39996662735939026,0.33378487825393677,0.019366230815649033,-0.20728692412376404,0.25966334342956543,0.4060414433479309,0.03539057821035385,-0.1331242322921753,0.05033806338906288,0.06618174910545349,-0.12007460743188858,0.009690601378679276,-0.007336004171520472,-0.03456748276948929,0.12007460743188858,0.009690601378679276,0.23988358676433563,0.08028870820999146,0.01022154837846756,0.06055961176753044,0.5246546864509583,0.13774815201759338,0.12046501040458679,0.028890281915664673,0.1337069272994995,0.1403188705444336,0.04230120778083801,0.2426774948835373,0.3927875757217407
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_17_Pro.jpg,offscreen_down,0,0,1.5381748676300049,1.0247780084609985,0.7806364893913269,0.12024705111980438,0.09798583388328552,0.5461362600326538,0.550592839717865,0.38920044898986816,0.2199016809463501,0.022343577817082405,-0.20031461119651794,0.2514338493347168,0.35666269063949585,0.048364534974098206,-0.19544893503189087,0.004456558730453253,0.16929876804351807,-0.10187141597270966,-0.05716031417250633,-0.009688123129308224,-0.04914247989654541,0.10187141597270966,0.05716031417250633,0.10911644250154495,0.022261211648583412,0.04613625630736351,0.0505928136408329,0.48015955090522766,0.20134402811527252,0.11681219190359116,0.028292566537857056,0.12679323554039001,0.1393040418624878,0.041941821575164795,0.24867914617061615,0.44688281416893005
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_18_Pro.jpg,offscreen_down,0,0,1.5229761600494385,1.030864953994751,0.7725979089736938,0.09757335484027863,0.08055632561445236,0.4976876676082611,0.4793432652950287,0.30784285068511963,0.12600621581077576,0.03931228816509247,-0.1926945298910141,0.25525960326194763,0.3347534239292145,-0.011484533548355103,-0.2830754816532135,0.018344389274716377,0.18183663487434387,-0.15600542724132538,-0.14268268644809723,0.002213006839156151,-0.07225773483514786,0.15600542724132538,0.14268268644809723,0.08906484395265579,0.017017032951116562,-0.002312339609488845,-0.020656729117035866,0.4629778563976288,0.28330835700035095,0.2114143967628479,0.0282096266746521,0.1284675896167755,0.13250833749771118,0.041629672050476074,0.2041790634393692,0.5383350849151611
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_35_Pro.jpg,offscreen_down,0,0,1.1018122434616089,1.1315124034881592,0.5250799059867859,0.22295735776424408,0.1983640193939209,0.599830150604248,0.6754225492477417,0.39666181802749634,0.39061182737350464,0.037240125238895416,0.013298632577061653,0.21917946636676788,-0.05829406529664993,0.13762633502483368,-0.10636317729949951,0.07559240609407425,0.0060499804094433784,0.14760030806064606,0.0141855264082551,0.001830242108553648,-0.023312624543905258,0.14760030806064606,0.0141855264082551,0.2106606811285019,0.02459333837032318,0.09983013570308685,0.1754225492477417,0.22718866169452667,0.17393715679645538,0.14828041195869446,0.0033310651779174805,0.13281288743019104,0.13695502281188965,0.051859915256500244,0.15092496573925018,0.3255426585674286
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_37_Pro (2).jpg,offscreen_down,0,0,1.1172772645950317,1.128022313117981,0.5493379235267639,0.21090951561927795,0.19321468472480774,0.601231038570404,0.6722107529640198,0.4171545207500458,0.4221040606498718,0.009469440206885338,0.004785544238984585,0.22557030618190765,-0.06101340055465698,0.13672088086605072,-0.0803707018494606,0.07097968459129333,0.004949548281729221,0.14031004905700684,0.04369296506047249,0.0006542838527821004,-0.018129244446754456,0.14031004905700684,0.04369296506047249,0.20206210017204285,0.017694827169179916,0.10123104602098465,0.1722107231616974,0.23372526466846466,0.15859398245811462,0.1469557136297226,0.006443202495574951,0.13135555386543274,0.13619890809059143,0.04968211054801941,0.14150643348693848,0.30594101548194885
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_37_Pro.jpg,offscreen_down,0,0,1.0981085300445557,1.111633062362671,0.5418132543563843,0.20984353125095367,0.19478879868984222,0.613559365272522,0.6804552674293518,0.42651301622390747,0.43571534752845764,0.015591847710311413,0.006120382342487574,0.21878811717033386,-0.05754676088690758,0.1470073163509369,-0.06888581067323685,0.06689587235450745,0.009202335961163044,0.15159760415554047,0.05144765228033066,0.0008997409604489803,-0.015071396715939045,0.15159760415554047,0.05144765228033066,0.20231616497039795,0.015054725110530853,0.11355938017368317,0.1804552525281906,0.22631245851516724,0.16234655678272247,0.1600896418094635,0.005541935563087463,0.13068874180316925,0.1374608278274536,0.051129430532455444,0.15312770009040833,0.2876739203929901
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_38_Pro.jpg,offscreen_down,0,0,1.1146069765090942,1.133504033088684,0.5607829689979553,0.19009289145469666,0.1720026582479477,0.6227468848228455,0.6695470213890076,0.4363057613372803,0.43777570128440857,0.014883266761898994,0.008405746892094612,0.22194740176200867,-0.08131100982427597,0.1461469531059265,-0.06295927613973618,0.04680011793971062,0.0014699309831485152,0.1524512618780136,0.05911179631948471,0.0012284743133932352,-0.013973647728562355,0.1524512618780136,0.05911179631948471,0.18104778230190277,0.018090233206748962,0.12274689227342606,0.16954700648784637,0.23652227222919464,0.15913139283657074,0.16351021826267242,0.007745832204818726,0.12848933041095734,0.13747507333755493,0.04948669672012329,0.15455269813537598,0.28490668535232544
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_39_Pro.jpg,offscreen_down,0,0,1.1198835372924805,1.1441468000411987,0.5696544051170349,0.18755899369716644,0.1722220629453659,0.6006218194961548,0.6238542795181274,0.4303094148635864,0.42999759316444397,0.017274899408221245,0.010716843418776989,0.2195618450641632,-0.09536629170179367,0.11223806440830231,-0.0698464959859848,0.023232435807585716,0.0003118228632956743,0.12027569860219955,0.0509125180542469,0.001202837796881795,-0.015335625037550926,0.12027569860219955,0.0509125180542469,0.17989052832126617,0.015336928889155388,0.10062184929847717,0.12385428696870804,0.2396184206008911,0.13219650089740753,0.13060753047466278,0.008773311972618103,0.12821392714977264,0.13745352625846863,0.04996940493583679,0.12295491248369217,0.2894083261489868
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_40_Pro.jpg,offscreen_down,0,0,1.0982959270477295,1.1231392621994019,0.5626059770584106,0.17971009016036987,0.17059452831745148,0.5721765160560608,0.611987829208374,0.4283911883831024,0.4221095144748688,0.019282810389995575,0.011183449998497963,0.20579683780670166,-0.09072276204824448,0.092082180082798,-0.074749656021595,0.03981134667992592,0.006281679030507803,0.10046976804733276,0.03843860700726509,0.0010297965491190553,-0.015383243560791016,0.10046976804733276,0.03843860700726509,0.17515230178833008,0.00911555252969265,0.0721765086054802,0.11198785901069641,0.22518444061279297,0.11860286444425583,0.10757184028625488,0.007850557565689087,0.1246461272239685,0.14112311601638794,0.051957279443740845,0.10326563566923141,0.28054651618003845
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_41_Pro.jpg,offscreen_down,0,0,1.1093655824661255,1.116084098815918,0.5677458047866821,0.1542423665523529,0.1637747436761856,0.4926207959651947,0.5482797026634216,0.392966091632843,0.39731666445732117,0.012716037221252918,0.0030189896933734417,0.19949784874916077,-0.07552896440029144,0.02045023813843727,-0.1048586294054985,0.05565889552235603,0.0043505774810910225,0.022714480757713318,0.004865190014243126,6.173905421746895e-05,-0.02091907151043415,0.022714480757713318,0.004865190014243126,0.15900856256484985,-0.009532383643090725,-0.00737921055406332,0.04827968776226044,0.21333807706832886,0.10683418810367584,0.023229671642184258,0.008357763290405273,0.12270374596118927,0.14335733652114868,0.05271315574645996,0.023469228297472,0.30435648560523987
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_42_Pro (2).jpg,offscreen_down,0,0,1.1236926317214966,1.1180893182754517,0.5806989669799805,0.1484145224094391,0.16043035686016083,0.45041221380233765,0.5023562908172607,0.35414209961891174,0.36727502942085266,0.008594355545938015,-0.0024994665291160345,0.2050238847732544,-0.07404699921607971,-0.0236157588660717,-0.1392914354801178,0.051944054663181305,0.013132946565747261,-0.025490358471870422,-0.02652830444276333,5.90267991356086e-05,-0.028558069840073586,0.025490358471870422,0.02652830444276333,0.15442243218421936,-0.012015835382044315,-0.049587786197662354,0.002356267301365733,0.21799999475479126,0.1412791907787323,0.036790069192647934,0.00993436574935913,0.1234377771615982,0.14042508602142334,0.05164533853530884,0.02611522562801838,0.3443153202533722
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_42_Pro.jpg,offscreen_down,0,0,1.111059546470642,1.098106026649475,0.5810276865959167,0.16290387511253357,0.16341567039489746,0.44230565428733826,0.5194079279899597,0.4044870436191559,0.3969782590866089,0.012476161122322083,-0.005863557569682598,0.1994984745979309,-0.06764199584722519,-0.01914321444928646,-0.09926734864711761,0.07710228115320206,0.007508774287998676,-0.023540882393717766,0.010456811636686325,0.00011224734043935314,-0.019803684204816818,0.023540882393717766,0.010456811636686325,0.16315977275371552,-0.0005117941764183342,-0.05769435688853264,0.019407927989959717,0.2107355147600174,0.10109633207321167,0.02575884386897087,0.01004117727279663,0.121925950050354,0.14491873979568481,0.05237886309623718,0.025006771087646484,0.29876580834388733
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_45_Pro.jpg,offscreen_down,0,0,1.0634353160858154,1.0857818126678467,0.5728694200515747,0.05836105719208717,0.0813179537653923,0.5358299016952515,0.4905412495136261,0.19595074653625488,0.22615377604961395,0.0040101297199726105,0.010397502221167088,0.19927692413330078,-0.10152863711118698,0.013185570016503334,-0.288947731256485,0.04528866335749626,0.03020303323864937,0.02098369598388672,-0.17934542894363403,0.00013709699851460755,-0.0575806125998497,0.02098369598388672,0.17934542894363403,0.06983950734138489,-0.02295689657330513,0.035829901695251465,-0.009458760730922222,0.22389163076877594,0.28924843668937683,0.18056881427764893,0.009113043546676636,0.11923336982727051,0.14174199104309082,0.05127614736557007,0.023583071306347847,0.48822465538978577
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_46_Pro (2).jpg,offscreen_down,0,0,1.100854516029358,1.0903041362762451,0.546261191368103,0.12623490393161774,0.1253754198551178,0.35190272331237793,0.408581405878067,0.31544676423072815,0.33311110734939575,0.002901226980611682,-0.00481498334556818,0.2115280032157898,-0.03558536246418953,-0.11975794285535812,-0.17572106420993805,0.05667867511510849,0.017664343118667603,-0.12336917966604233,-0.0593806691467762,0.0005766325048170984,-0.0371699258685112,0.12336917966604233,0.0593806691467762,0.12580516934394836,0.0008594905957579613,-0.14809727668762207,-0.09141860902309418,0.21455441415309906,0.2126496136188507,0.13691610097885132,0.00577583909034729,0.12165211141109467,0.137567937374115,0.04932093620300293,0.12457292526960373,0.38724908232688904
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_46_Pro.jpg,offscreen_down,0,0,1.0733340978622437,1.067776083946228,0.5550420880317688,0.10627530515193939,0.11441685259342194,0.41308894753456116,0.4424639642238617,0.31582993268966675,0.32474514842033386,0.0008856129134073853,-0.0025958851911127567,0.201970636844635,-0.051814548671245575,-0.07222354412078857,-0.1797124594449997,0.02937500551342964,0.008915203623473644,-0.07417045533657074,-0.06862860918045044,0.00018748402362689376,-0.03629663959145546,0.07417045533657074,0.06862860918045044,0.11034607887268066,-0.008141551166772842,-0.08691104501485825,-0.057536039501428604,0.20852728188037872,0.1936822384595871,0.10105019807815552,0.006953492760658264,0.1195460855960846,0.1390344202518463,0.0507546067237854,0.0748194232583046,0.3816831111907959
