source_path,label,is_on_screen,sample_index,f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_07_59_Pro.jpg,offscreen_down,0,0,1.179149866104126,1.4575059413909912,0.2556230127811432,0.19885875284671783,0.2580164074897766,0.26755186915397644,0.3762321472167969,0.478449285030365,0.4867452085018158,0.018146764487028122,0.10557162016630173,0.23046749830245972,-0.10425134003162384,-0.17810799181461334,-0.017402751371264458,0.10868028551340103,0.008295903913676739,-0.23244813084602356,-0.12376783788204193,0.22843757271766663,-0.05915764346718788,-0.0989292711019516,0.10935436934232712,0.27409663796424866,0.17895616590976715,0.1474631428718567,-0.026100516319274902,0.12923501431941986,0.14043354988098145,0.04768595099449158
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_00_Pro.jpg,offscreen_down,0,0,1.1194053888320923,1.454926609992981,0.25901538133621216,0.17963409423828125,0.2605365514755249,0.4837244153022766,0.553480863571167,0.3424433469772339,0.38105151057243347,0.02666090428829193,0.1303333044052124,0.22154825925827026,-0.1692083477973938,0.0186026468873024,-0.13825257122516632,0.06975647062063217,0.038608185946941376,-0.016275590285658836,0.053480882197618484,0.22008532285690308,-0.08090247213840485,0.1163526251912117,-0.016401028260588646,0.30773669481277466,0.1394985020160675,0.11750288307666779,-0.025915250182151794,0.12809103727340698,0.14968162775039673,0.049431443214416504
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_03_Pro.jpg,offscreen_down,0,0,0.9564281105995178,1.3213965892791748,0.25076058506965637,0.06518576294183731,0.08362599462270737,0.599050760269165,0.6116014719009399,0.045529041439294815,0.17407970130443573,0.009457813575863838,0.16022679209709167,0.1950424313545227,-0.17294500768184662,0.1053261086344719,-0.3901956379413605,0.012550714425742626,0.1285506635904312,0.09905075281858444,0.11160146445035934,0.07440587878227234,-0.018440229818224907,0.22549620270729065,-0.28292229771614075,0.3059806227684021,0.40416112542152405,0.3617921471595764,-0.02839668095111847,0.1168176680803299,0.14320164918899536,0.05125504732131958
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_05_Pro.jpg,offscreen_down,0,0,0.9605626463890076,1.306951880455017,0.263428270816803,0.059634868055582047,0.04962196946144104,0.5524870753288269,0.5457505583763123,-0.02571536973118782,0.009243510663509369,0.0133105693385005,0.15276165306568146,0.19023293256759644,-0.16214780509471893,0.04911881685256958,-0.5082359313964844,0.0067365290597081184,0.03495888039469719,0.0524870827794075,0.04575055465102196,0.05462842062115669,0.010012899525463581,0.16369006037712097,-0.4036078155040741,0.29294469952583313,0.5106039643287659,0.4355384111404419,-0.026446282863616943,0.11389091610908508,0.14803403615951538,0.05111268162727356
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_07_Pro.jpg,offscreen_down,0,0,1.0858173370361328,1.3873260021209717,0.2625190019607544,0.21468576788902283,0.2676497995853424,0.49634408950805664,0.592999279499054,0.41115063428878784,0.4140539765357971,0.022859124466776848,0.12191314995288849,0.21741530299186707,-0.1248689591884613,0.0446716770529747,-0.08739769458770752,0.09665518254041672,0.0029033622704446316,-0.0036559130530804396,0.09299926459789276,0.24116778373718262,-0.05296402424573898,0.13610653579235077,0.03218073025345802,0.2787911295890808,0.0981525108218193,0.1398591697216034,-0.027196794748306274,0.12885379791259766,0.13807889819145203,0.05075457692146301
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_11_Pro.jpg,offscreen_down,0,0,1.5590336322784424,1.0889979600906372,0.7304440140724182,0.2197376936674118,0.12646137177944183,0.6170930862426758,0.6508455872535706,0.4749712646007538,0.4163944721221924,0.02941417507827282,-0.1775037944316864,0.29484981298446655,0.34746280312538147,0.13396933674812317,-0.05431712418794632,0.03375248983502388,0.0585768036544323,0.11709308624267578,0.15084558725357056,0.17309953272342682,0.09327632188796997,0.0008414867334067822,0.10785027593374252,0.4890546202659607,0.14456185698509216,0.10785355418920517,0.02307090163230896,0.13089905679225922,0.121193528175354,0.033784955739974976
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_12_Pro.jpg,offscreen_down,0,0,1.6126575469970703,1.1041789054870605,0.7692878246307373,0.2588181793689728,0.16161519289016724,0.5445746183395386,0.5955649018287659,0.41054806113243103,0.34463024139404297,0.017361504957079887,-0.18715836107730865,0.2822624444961548,0.36968499422073364,0.07006976008415222,-0.122410848736763,0.05099030211567879,0.06591779738664627,0.04457461088895798,0.09556491672992706,0.21021668612957,0.09720298647880554,-0.07029901444911957,0.03283350169658661,0.5013654828071594,0.14104676246643066,0.07758859544992447,0.027223289012908936,0.13700605928897858,0.13217198848724365,0.03813472390174866
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_14_Pro.jpg,offscreen_down,0,0,1.6037598848342896,1.0530400276184082,0.789922833442688,0.28002792596817017,0.1997392326593399,0.510221540927887,0.5605596303939819,0.39996662735939026,0.33378487825393677,0.019366230815649033,-0.20728692412376404,0.25966334342956543,0.4060414433479309,0.03539057821035385,-0.1331242322921753,0.05033806338906288,0.06618174910545349,0.01022154837846756,0.06055961176753044,0.23988358676433563,0.08028870820999146,-0.12007460743188858,0.009690601378679276,0.5246546864509583,0.13774815201759338,0.12046501040458679,0.028890281915664673,0.1337069272994995,0.1403188705444336,0.04230120778083801
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_17_Pro.jpg,offscreen_down,0,0,1.5381748676300049,1.0247780084609985,0.7806364893913269,0.12024705111980438,0.09798583388328552,0.5461362600326538,0.550592839717865,0.38920044898986816,0.2199016809463501,0.022343577817082405,-0.20031461119651794,0.2514338493347168,0.35666269063949585,0.048364534974098206,-0.19544893503189087,0.004456558730453253,0.16929876804351807,0.04613625630736351,0.0505928136408329,0.10911644250154495,0.022261211648583412,-0.10187141597270966,-0.05716031417250633,0.48015955090522766,0.20134402811527252,0.11681219190359116,0.028292566537857056,0.12679323554039001,0.1393040418624878,0.041941821575164795
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_08_18_Pro.jpg,offscreen_down,0,0,1.5229761600494385,1.030864953994751,0.7725979089736938,0.09757335484027863,0.08055632561445236,0.4976876676082611,0.4793432652950287,0.30784285068511963,0.12600621581077576,0.03931228816509247,-0.1926945298910141,0.25525960326194763,0.3347534239292145,-0.011484533548355103,-0.2830754816532135,0.018344389274716377,0.18183663487434387,-0.002312339609488845,-0.020656729117035866,0.08906484395265579,0.017017032951116562,-0.15600542724132538,-0.14268268644809723,0.4629778563976288,0.28330835700035095,0.2114143967628479,0.0282096266746521,0.1284675896167755,0.13250833749771118,0.041629672050476074
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_35_Pro.jpg,offscreen_down,0,0,1.1018122434616089,1.1315124034881592,0.5250799059867859,0.22295735776424408,0.1983640193939209,0.599830150604248,0.6754225492477417,0.39666181802749634,0.39061182737350464,0.037240125238895416,0.013298632577061653,0.21917946636676788,-0.05829406529664993,0.13762633502483368,-0.10636317729949951,0.07559240609407425,0.0060499804094433784,0.09983013570308685,0.1754225492477417,0.2106606811285019,0.02459333837032318,0.14760030806064606,0.0141855264082551,0.22718866169452667,0.17393715679645538,0.14828041195869446,0.0033310651779174805,0.13281288743019104,0.13695502281188965,0.051859915256500244
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_37_Pro (2).jpg,offscreen_down,0,0,1.1172772645950317,1.128022313117981,0.5493379235267639,0.21090951561927795,0.19321468472480774,0.601231038570404,0.6722107529640198,0.4171545207500458,0.4221040606498718,0.009469440206885338,0.004785544238984585,0.22557030618190765,-0.06101340055465698,0.13672088086605072,-0.0803707018494606,0.07097968459129333,0.004949548281729221,0.10123104602098465,0.1722107231616974,0.20206210017204285,0.017694827169179916,0.14031004905700684,0.04369296506047249,0.23372526466846466,0.15859398245811462,0.1469557136297226,0.006443202495574951,0.13135555386543274,0.13619890809059143,0.04968211054801941
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_37_Pro.jpg,offscreen_down,0,0,1.0981085300445557,1.111633062362671,0.5418132543563843,0.20984353125095367,0.19478879868984222,0.613559365272522,0.6804552674293518,0.42651301622390747,0.43571534752845764,0.015591847710311413,0.006120382342487574,0.21878811717033386,-0.05754676088690758,0.1470073163509369,-0.06888581067323685,0.06689587235450745,0.009202335961163044,0.11355938017368317,0.1804552525281906,0.20231616497039795,0.015054725110530853,0.15159760415554047,0.05144765228033066,0.22631245851516724,0.16234655678272247,0.1600896418094635,0.005541935563087463,0.13068874180316925,0.1374608278274536,0.051129430532455444
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_38_Pro.jpg,offscreen_down,0,0,1.1146069765090942,1.133504033088684,0.5607829689979553,0.19009289145469666,0.1720026582479477,0.6227468848228455,0.6695470213890076,0.4363057613372803,0.43777570128440857,0.014883266761898994,0.008405746892094612,0.22194740176200867,-0.08131100982427597,0.1461469531059265,-0.06295927613973618,0.04680011793971062,0.0014699309831485152,0.12274689227342606,0.16954700648784637,0.18104778230190277,0.018090233206748962,0.1524512618780136,0.05911179631948471,0.23652227222919464,0.15913139283657074,0.16351021826267242,0.007745832204818726,0.12848933041095734,0.13747507333755493,0.04948669672012329
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_39_Pro.jpg,offscreen_down,0,0,1.1198835372924805,1.1441468000411987,0.5696544051170349,0.18755899369716644,0.1722220629453659,0.6006218194961548,0.6238542795181274,0.4303094148635864,0.42999759316444397,0.017274899408221245,0.010716843418776989,0.2195618450641632,-0.09536629170179367,0.11223806440830231,-0.0698464959859848,0.023232435807585716,0.0003118228632956743,0.10062184929847717,0.12385428696870804,0.17989052832126617,0.015336928889155388,0.12027569860219955,0.0509125180542469,0.2396184206008911,0.13219650089740753,0.13060753047466278,0.008773311972618103,0.12821392714977264,0.13745352625846863,0.04996940493583679
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_40_Pro.jpg,offscreen_down,0,0,1.0982959270477295,1.1231392621994019,0.5626059770584106,0.17971009016036987,0.17059452831745148,0.5721765160560608,0.611987829208374,0.4283911883831024,0.4221095144748688,0.019282810389995575,0.011183449998497963,0.20579683780670166,-0.09072276204824448,0.092082180082798,-0.074749656021595,0.03981134667992592,0.006281679030507803,0.0721765086054802,0.11198785901069641,0.17515230178833008,0.00911555252969265,0.10046976804733276,0.03843860700726509,0.22518444061279297,0.11860286444425583,0.10757184028625488,0.007850557565689087,0.1246461272239685,0.14112311601638794,0.051957279443740845
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_41_Pro.jpg,offscreen_down,0,0,1.1093655824661255,1.116084098815918,0.5677458047866821,0.1542423665523529,0.1637747436761856,0.4926207959651947,0.5482797026634216,0.392966091632843,0.39731666445732117,0.012716037221252918,0.0030189896933734417,0.19949784874916077,-0.07552896440029144,0.02045023813843727,-0.1048586294054985,0.05565889552235603,0.0043505774810910225,-0.00737921055406332,0.04827968776226044,0.15900856256484985,-0.009532383643090725,0.022714480757713318,0.004865190014243126,0.21333807706832886,0.10683418810367584,0.023229671642184258,0.008357763290405273,0.12270374596118927,0.14335733652114868,0.05271315574645996
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_42_Pro (2).jpg,offscreen_down,0,0,1.1236926317214966,1.1180893182754517,0.5806989669799805,0.1484145224094391,0.16043035686016083,0.45041221380233765,0.5023562908172607,0.35414209961891174,0.36727502942085266,0.008594355545938015,-0.0024994665291160345,0.2050238847732544,-0.07404699921607971,-0.0236157588660717,-0.1392914354801178,0.051944054663181305,0.013132946565747261,-0.049587786197662354,0.002356267301365733,0.15442243218421936,-0.012015835382044315,-0.025490358471870422,-0.02652830444276333,0.21799999475479126,0.1412791907787323,0.036790069192647934,0.00993436574935913,0.1234377771615982,0.14042508602142334,0.05164533853530884
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_42_Pro.jpg,offscreen_down,0,0,1.111059546470642,1.098106026649475,0.5810276865959167,0.16290387511253357,0.16341567039489746,0.44230565428733826,0.5194079279899597,0.4044870436191559,0.3969782590866089,0.012476161122322083,-0.005863557569682598,0.1994984745979309,-0.06764199584722519,-0.01914321444928646,-0.09926734864711761,0.07710228115320206,0.007508774287998676,-0.05769435688853264,0.019407927989959717,0.16315977275371552,-0.0005117941764183342,-0.023540882393717766,0.010456811636686325,0.2107355147600174,0.10109633207321167,0.02575884386897087,0.01004117727279663,0.121925950050354,0.14491873979568481,0.05237886309623718
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_45_Pro.jpg,offscreen_down,0,0,1.0634353160858154,1.0857818126678467,0.5728694200515747,0.05836105719208717,0.0813179537653923,0.5358299016952515,0.4905412495136261,0.19595074653625488,0.22615377604961395,0.0040101297199726105,0.010397502221167088,0.19927692413330078,-0.10152863711118698,0.013185570016503334,-0.288947731256485,0.04528866335749626,0.03020303323864937,0.035829901695251465,-0.009458760730922222,0.06983950734138489,-0.02295689657330513,0.02098369598388672,-0.17934542894363403,0.22389163076877594,0.28924843668937683,0.18056881427764893,0.009113043546676636,0.11923336982727051,0.14174199104309082,0.05127614736557007
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_46_Pro (2).jpg,offscreen_down,0,0,1.100854516029358,1.0903041362762451,0.546261191368103,0.12623490393161774,0.1253754198551178,0.35190272331237793,0.408581405878067,0.31544676423072815,0.33311110734939575,0.002901226980611682,-0.00481498334556818,0.2115280032157898,-0.03558536246418953,-0.11975794285535812,-0.17572106420993805,0.05667867511510849,0.017664343118667603,-0.14809727668762207,-0.09141860902309418,0.12580516934394836,0.0008594905957579613,-0.12336917966604233,-0.0593806691467762,0.21455441415309906,0.2126496136188507,0.13691610097885132,0.00577583909034729,0.12165211141109467,0.137567937374115,0.04932093620300293
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_46_Pro.jpg,offscreen_down,0,0,1.0733340978622437,1.067776083946228,0.5550420880317688,0.10627530515193939,0.11441685259342194,0.41308894753456116,0.4424639642238617,0.31582993268966675,0.32474514842033386,0.0008856129134073853,-0.0025958851911127567,0.201970636844635,-0.051814548671245575,-0.07222354412078857,-0.1797124594449997,0.02937500551342964,0.008915203623473644,-0.08691104501485825,-0.057536039501428604,0.11034607887268066,-0.008141551166772842,-0.07417045533657074,-0.06862860918045044,0.20852728188037872,0.1936822384595871,0.10105019807815552,0.006953492760658264,0.1195460855960846,0.1390344202518463,0.0507546067237854
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_47_Pro.jpg,offscreen_down,0,0,1.0831902027130127,1.078139305114746,0.5360921621322632,0.12785319983959198,0.13384653627872467,0.35153645277023315,0.4055559039115906,0.30298495292663574,0.3259049952030182,0.010844606906175613,-0.00233697728253901,0.210844948887825,-0.03196500241756439,-0.12145382165908813,-0.18555502593517303,0.05401943624019623,0.022920040413737297,-0.14846354722976685,-0.09444410353899002,0.13084986805915833,-0.005993337836116552,-0.12320655584335327,-0.06959030032157898,0.2132670134305954,0.22176946699619293,0.14150147140026093,0.0045255571603775024,0.12010398507118225,0.1354936957359314,0.048855483531951904
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_48_Pro.jpg,offscreen_down,0,0,1.0910037755966187,1.12112295627594,0.5279204249382019,0.16400252282619476,0.17220351099967957,0.32910647988319397,0.3968663215637207,0.35448139905929565,0.3884066045284271,0.010574398562312126,0.013615481555461884,0.2116876244544983,-0.06201448291540146,-0.13701359927654266,-0.1285560131072998,0.06775981932878494,0.03392519801855087,-0.17089350521564484,-0.1031336858868599,0.16810302436351776,-0.008200989104807377,-0.1268019825220108,-0.012127813883125782,0.22100414335727692,0.18788127601146698,0.1273806393146515,0.00356137752532959,0.12605184316635132,0.14176112413406372,0.05106496810913086
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_49_Pro (2).jpg,offscreen_down,0,0,1.012335181236267,1.0411118268966675,0.5095458030700684,0.05256572738289833,0.04721863567829132,0.4921126663684845,0.43160733580589294,0.06738067418336868,-0.007008555345237255,0.01147329993546009,0.014013806357979774,0.1860392540693283,-0.04358275979757309,-0.038140010088682175,-0.4698139429092407,0.06050534173846245,0.07438923418521881,-0.007887338288128376,-0.06839267909526825,0.049892183393239975,0.0053470926359295845,-0.027629652991890907,-0.36749234795570374,0.19158928096294403,0.471359521150589,0.3685295283794403,0.0012100934982299805,0.11379469931125641,0.14231553673744202,0.052077293395996094
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_49_Pro.jpg,offscreen_down,0,0,1.0010019540786743,1.0312576293945312,0.5146819949150085,0.08254436403512955,0.07450411468744278,0.391526997089386,0.40750598907470703,0.22627586126327515,0.21188122034072876,0.0009328183368779719,0.014887718483805656,0.17872194945812225,-0.051330048590898514,-0.1004834920167923,-0.28092145919799805,0.015978991985321045,0.014394653961062431,-0.10847298800945282,-0.09249399602413177,0.07852423936128616,0.008040248416364193,-0.0893177017569542,-0.18262438476085663,0.1865421086549759,0.29835179448127747,0.20329613983631134,0.0018739104270935059,0.11305421590805054,0.1424345076084137,0.05351504683494568
D:\Lenovo\certora\data\proctoring\raw\self_collection_v2\05_head_eye_decoupling\head_down_eyes_offscreen_down\images\WIN_20260709_22_48_50_Pro.jpg,offscreen_down,0,0,1.0074398517608643,1.0389376878738403,0.5048548579216003,0.051631614565849304,0.04537925869226456,0.5156347751617432,0.47554951906204224,-0.0081826476380229,-0.07593514770269394,0.008125697262585163,0.015392006374895573,0.18953771889209747,-0.04153703525662422,-0.004407842177897692,-0.5420588850975037,0.04008529335260391,0.06775249540805817,0.015634803101420403,-0.02445048838853836,0.04850543662905693,0.006252353545278311,0.007136162370443344,-0.4378131628036499,0.19464528560638428,0.542076826095581,0.4378713071346283,0.0006232261657714844,0.11471313238143921,0.1435835063457489,0.051649242639541626
